DeviceID: MARS-HOMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,torque,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,imuangle4,marbtn,calibbtn,target,desired,control,simulateAng1JumpCmd
50.01,4764,51,NOERROR,2,1,,,-58.84302,-4.197237,4.305123,18.70797,2.631286,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-63.10474,-2116.251,0
50.017,4765,51,NOERROR,2,1,,,-59.03184,-4.197237,4.305123,18.70797,2.631286,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-63.28516,-1896.472,0
50.025,4766,51,NOERROR,2,1,,,-59.22731,-4.197237,4.305123,18.70797,2.639379,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-63.49093,-2053.846,0
50.032,4767,51,NOERROR,2,1,,,-59.41738,-4.109346,4.305123,18.70797,2.643275,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-63.67043,-1883.088,0
50.04,4768,51,NOERROR,2,1,,,-59.61077,-4.109346,4.305123,18.70797,2.643275,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-63.87503,-2066.579,0
50.047,4769,51,NOERROR,2,1,,,-59.79752,-4.109346,4.305123,18.70797,2.647771,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-64.0536,-1911.087,0
50.055,4770,51,NOERROR,2,1,,,-59.98302,-4.109346,4.393013,18.70797,2.647771,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-64.25713,-2126.146,0
50.062,4771,51,NOERROR,2,1,,,-60.16604,-4.109346,4.393013,18.70797,2.653016,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-64.43475,-1946.983,0
50.07,4772,51,NOERROR,2,1,,,-60.35154,-4.109346,4.393013,18.70797,2.663207,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-64.63717,-2129.001,0
50.077,4773,51,NOERROR,2,1,,,-60.53705,-4.109346,4.393013,18.70797,2.663207,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-64.8138,-1927.071,0
50.084,4774,51,NOERROR,2,1,,,-60.7267,-4.021456,4.393013,18.70797,2.677294,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-64.98999,-1883.276,0
50.092,4775,51,NOERROR,2,1,,,-60.91304,-4.021456,4.393013,18.70797,2.694078,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-65.19077,-2114.971,0
50.099,4776,51,NOERROR,2,1,,,-61.09855,-4.021456,4.480904,18.70797,2.694078,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-65.36597,-1918.767,0
50.107,4777,51,NOERROR,2,1,,,-61.28529,-4.021456,4.480904,18.70797,2.707866,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-65.5656,-2110.316,0
50.114,4778,51,NOERROR,2,1,,,-61.47163,-4.021456,4.480904,18.70797,2.707866,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-65.73978,-1909.357,0
50.122,4779,51,NOERROR,2,1,,,-61.66128,-4.021456,4.480904,18.70797,2.721054,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-65.93834,-2084.886,0
50.129,4780,51,NOERROR,2,1,,,-61.85384,-4.021456,4.568795,18.70797,2.730645,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-66.1115,-1847.236,0
50.137,4781,51,NOERROR,2,1,,,-62.04557,-4.021456,4.568795,18.70797,2.730645,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-66.30878,-2059.551,0
50.144,4782,51,NOERROR,2,1,,,-62.23606,-4.021456,4.568795,18.70797,2.73649,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-66.4809,-1856.567,0
50.152,4783,51,NOERROR,2,1,,,-62.42613,-4.021456,4.568795,18.70797,2.73649,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-66.67698,-2062.608,0
50.159,4784,51,NOERROR,2,1,,,-62.61081,-4.021456,4.656685,18.70797,2.74638,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-66.84804,-1900.517,0
50.167,4785,51,NOERROR,2,1,,,-62.79382,-4.021456,4.656685,18.70797,2.756871,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-67.04291,-2109.587,0
